UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean
146,L47553,L,297.4,308.3,1412,42,111,0,No Failure,2760,2219.798601,0.806098708,-0.777485659,1,-0.294910443,1.335930173,0.20951875,-0.30281561,-0.268610214,-0.43241081
147,L47554,L,297.4,308.3,1431,43,113,0,No Failure,2272,2703.05685,-0.392851543,-0.355784304,1,-0.967472153,-0.846993953,0.086606889,-0.205575723,-0.2883225,-0.243045982
148,L47555,L,297.4,308.2,1533,37.4,115,0,No Failure,379,4595.585022,-0.317768941,0.326525798,1,-0.194178478,0.0530249,0.32905903,-0.447613105,-0.352680773,0.022064778
149,M15236,M,297.4,308.2,1401,51.9,117,0,No Failure,3064,1910.741542,-0.095196368,1.090430644,0,1.553245409,0.157216683,0.810686097,-0.409055474,-0.581470236,0.004975756
150,M15237,M,297.4,308.2,1424,53.9,120,0,No Failure,4077,897.8443433,-1.514359908,-1.626737551,1,0.397607838,-1.002559887,0.576382755,-0.22048687,-0.684463161,0.003128295
151,L47558,L,297.3,308.2,1754,29.4,123,0,No Failure,2769,2204.673621,1.292298145,-0.876047089,0,-1.223935223,1.982699945,0.571345224,0.082375443,-0.198097281,0.382319817
152,L47559,L,297.3,308.2,1754,26.8,125,0,No Failure,2993,1979.395629,-1.603038452,-0.677575665,0,0.324495106,-2.04537725,0.652593931,-0.378514851,-0.127684886,-0.124346565
153,L47560,L,297.5,308.3,2564,12.8,127,1,Power Failure,1851,3122.521184,-0.124980787,-0.817421518,0,0.651570345,1.044132785,0.811332111,0.130421466,-0.12765927,-0.070770175
154,L47622,L,297.4,308.5,1399,61.5,61,1,Power Failure,4178,782.6879489,-1.35240792,-0.867825894,1,0.235246283,-0.229978888,-0.084141838,0.034423808,-0.230342223,0.254383091
155,L47643,L,297.4,308.7,2874,4.2,118,1,Power Failure,4471,491.3796244,1.595556693,0.038808321,1,0.914791692,2.199778337,-0.398379988,0.880741371,0.428704531,-0.030126017
156,L47766,L,297.6,309.6,1501,49.8,222,1,Overstrain Failure,3936,1021.534045,0.935717728,-0.132327622,0,-0.507595101,0.31168854,-0.470192873,0.327479772,0.369843598,-0.075850695
157,L47783,L,297.9,309.8,1336,71.6,31,1,Power Failure,3815,1151.587772,-0.496002516,0.828088745,0,-1.507577656,0.612269392,-0.565345082,-0.106744562,-0.400660731,0.323662907
158,L47926,L,296.8,308.1,1289,62,199,1,Overstrain Failure,1179,3745.052368,0.060341399,-0.679912966,1,1.955512994,0.535733321,0.612795884,0.021444551,-0.788433173,0.928706626
159,L47927,L,296.8,308.1,1356,48.3,201,0,No Failure,4306,619.4576707,1.553028607,-1.59002668,1,-0.39643051,1.054467577,0.383170824,-0.172391753,-0.720104569,0.549053239
160,H30162,H,296.7,308.1,1528,46.3,203,0,No Failure,4663,262.4932836,-1.185775979,-1.645157239,0,0.602790729,-1.934797872,0.52907057,-0.281541056,-0.400520207,0.21604826
161,L47929,L,296.6,308,1978,22.3,208,0,No Failure,2879,2047.10337,-0.874130402,-1.250098075,1,-1.120669541,0.220140793,0.2212224,-0.106491077,-0.099419338,0.099658171
162,L47930,L,296.7,308,1535,36.8,210,0,No Failure,2628,2299.97436,0.553759131,1.223029096,1,-0.506248213,1.008692361,0.055130076,0.200328928,0.204584408,-0.10263889
163,M15611,M,296.8,308.1,1843,24.2,212,0,No Failure,913,4014.075149,-0.908840121,-0.338269949,0,0.608475329,-1.033244308,0.453728627,0.110236002,-0.025622345,-0.254130753
164,L47932,L,296.9,308.1,1422,48.7,215,0,No Failure,2131,2798.170904,1.007282091,0.007895134,0,0.931466472,1.353596038,0.331051923,0.501888245,-0.029634126,-0.189931457
165,L47933,L,296.8,308,1536,40.4,217,0,No Failure,422,4508.098733,-0.310526083,-0.139652896,1,-1.001711766,-0.930959111,-0.311018671,0.583713008,-0.288313184,-0.112799929
166,M15614,M,296.9,308.1,1483,44.3,219,0,No Failure,3069,1861.610876,0.659969624,0.269920656,1,-0.619405288,0.685574267,-0.499664748,0.572231183,0.076193807,0.101043767
167,H30169,H,296.8,308.1,1492,43.7,222,0,No Failure,1003,3924.056495,0.103294497,0.071995331,1,1.49056077,-0.393269608,-0.464414744,0.468881042,-0.284858316,0.447442843
168,L47936,L,296.8,308,1584,40.4,227,0,No Failure,1641,3285.505601,1.049421097,-0.358328853,0,-1.234811252,0.668359126,-0.477278685,0.692770672,0.00785743,0.180022756
169,L47937,L,296.9,308.1,1555,33.7,229,0,No Failure,3603,1323.126172,1.416405902,-1.285500157,1,-0.905167397,0.25923425,-0.417464619,0.222711493,0.03338634,0.315349329
170,L47938,L,296.8,308,1497,41.7,231,0,No Failure,2753,2173.502867,-0.367935204,1.682882057,0,0.60164715,-1.260533371,-0.111291403,0.188739683,0.015804456,0.473769173
171,M15619,M,296.7,307.8,1537,36.3,233,0,No Failure,2576,2347.864932,0.143218917,-1.535339958,1,0.172315857,0.361080212,-0.050211188,0.223266232,-0.330108734,0.721329046
172,L47940,L,296.7,307.8,1505,39.4,236,0,No Failure,3440,1482.171075,1.222742646,1.535574062,0,1.320424569,0.76259526,0.338335623,0.479455539,-0.32862152,0.234522878
173,L47941,L,296.7,307.8,1646,34.6,238,0,No Failure,4343,579.1112538,-1.300874797,-0.230684301,1,-0.977813827,-1.782782572,0.397918189,0.530418382,-0.438892974,0.345370582
174,M15622,M,296.7,307.8,1286,60.5,0,0,No Failure,1241,3677.58038,1.246546854,-1.373409579,1,-0.034014374,1.799566796,0.766391592,0.980831556,-0.574326977,0.025759701
175,L47943,L,296.7,307.8,1400,47.5,3,0,No Failure,949,3971.909984,-0.19530246,-0.046683894,0,-0.265028633,-1.018585866,0.719522346,0.439018911,-0.006749328,-0.226418826
176,L47944,L,296.8,307.9,1337,56.5,5,0,No Failure,466,4453.753608,1.424165452,-1.52790389,0,1.330273721,1.14402965,1.154768837,0.498064631,-0.192498059,-0.501690626
177,L47945,L,296.9,308,1332,53.9,7,0,No Failure,2997,1923.479687,1.47755686,0.984216794,0,0.157170856,0.037701525,1.093425206,0.500617485,0.399135649,-0.214410325
178,L47946,L,296.8,308,1561,38.3,9,0,No Failure,1189,3729.377345,0.951191075,-0.907854317,1,0.114458109,-0.371858089,0.907361949,0.139370196,0.185895321,-0.047215038
179,L47947,L,296.9,308,1546,31.1,11,0,No Failure,4141,775.3276891,-1.462516375,1.464478667,0,-1.502711618,-1.705138526,0.391320387,-0.286618485,0.193047517,0.21604826
180,L47948,L,296.9,308,1713,29.3,13,0,No Failure,2138,2779.347881,0.099926143,-0.975427549,0,1.439785591,1.10374503,0.280593325,0.07893763,0.18743365,0.474231038
181,L47949,L,296.9,308,1343,44.5,15,0,No Failure,2960,1955.180414,1.436929719,1.430264649,1,-0.425723518,0.944487521,-0.272129819,-0.259546741,0.145663567,0.543972719
182,L47950,L,296.8,308,1391,54.4,17,0,No Failure,4370,544.6349187,-0.328679583,-0.081984845,0,-0.283851447,-1.247300606,-0.181717616,-0.864849108,-0.331057213,0.338904466
183,H30185,H,296.8,308,1311,58.6,19,0,No Failure,1954,2960.248913,-1.17875233,-0.872093334,1,-1.052381439,-0.60053537,-0.445342354,-0.761643379,-0.132199718,0.195264316
184,H30186,H,296.8,308,1453,51,24,0,No Failure,4783,131.4159286,0.365264199,1.436409329,0,-0.069475003,1.090728304,-0.301510774,-0.250424013,0.141625223,-0.165452589
185,L47953,L,296.8,308,1510,39.4,29,0,No Failure,594,4320.797385,-1.592495711,-1.184277963,0,-0.123161128,-1.383042137,-0.109808409,-0.425505421,0.093235893,-0.380220016
186,L47954,L,296.8,307.9,1448,48.8,31,0,No Failure,3282,1633.409199,-1.589582117,-0.953339251,1,1.848473742,0.002042331,0.313057652,-0.110256437,0.636741891,-0.31509699
187,L47955,L,296.7,307.8,1453,46,33,0,No Failure,1884,3034.584322,0.187349062,0.912302631,0,-1.535764974,1.255266898,0.258813492,0.471672633,0.977965332,-0.359436072
188,L47956,L,296.7,307.8,1468,39.2,35,0,No Failure,3610,1310.179408,1.377344499,0.497031366,1,0.388428876,0.84063612,0.15173398,0.199067448,0.50061865,-0.577898422
189,L47957,L,296.7,307.8,1382,47.5,37,0,No Failure,3886,1034.705461,-0.510142837,1.194462681,1,0.09980135,-1.333399272,0.133641538,-0.317158837,0.62387408,-0.092015985
190,L47958,L,296.7,308,1580,32.2,39,0,No Failure,4230,691.2709608,-0.016250794,1.533252029,0,0.694259105,0.348885711,0.37466587,0.065800446,0.132812969,-0.294774911
191,L47959,L,296.8,308,1666,29.8,41,0,No Failure,1098,3822.863268,1.320063237,0.752777956,1,0.161359569,0.944000404,0.402203053,0.193072419,0.034514987,-0.768186982
192,M15640,M,296.9,308,1409,50.7,43,0,No Failure,4569,352.2173676,-1.175676865,-1.47443078,0,-1.722596581,-1.763089099,-0.110260317,0.060093761,0.093627841,-0.399618365
193,L47961,L,296.8,308,1675,29.7,46,0,No Failure,1551,3372.285583,-1.203786928,1.113308513,1,0.703096935,-0.019873804,-0.098301811,0.034277146,0.597928254,-0.154829684
194,L47962,L,296.8,307.9,1698,30.8,48,0,No Failure,1851,3074.613306,1.404653578,-1.260842871,0,1.016066735,1.842672528,-0.183069084,0.319780625,0.556910715,-0.592216251
195,H30197,H,296.7,307.9,1579,33.4,50,0,No Failure,2380,2545.284709,0.620109072,1.041762117,0,-0.060654912,-0.554244058,-0.713268938,0.154450651,0.991489119,-0.549724631
196,L47964,L,296.7,307.9,1743,27.9,55,0,No Failure,4900,25.12968155,0.65516995,1.048342226,1,-1.748141725,0.024752233,-0.985016187,0.137133388,0.972855694,0.008208815
197,M15645,M,296.9,308,1497,44.8,57,0,No Failure,4758,167.8583736,-1.30475994,1.047071287,0,0.131816797,-1.384575082,-0.981421207,-0.00656968,0.836504155,-0.109566871
198,L47966,L,296.9,308.1,1741,28.8,60,0,No Failure,3034,1892.103657,0.223730466,0.908220815,1,0.361063953,1.079760137,-0.696918737,0.370511003,0.76641141,-0.04398198
199,L47967,L,296.9,308.1,1435,45.3,62,0,No Failure,3834,1093.69275,0.578003708,0.912049151,1,-0.559031818,0.250254382,-0.736738691,0.503352971,0.560020801,-0.069846444
200,M15648,M,296.9,308.1,1440,46.3,64,0,No Failure,3446,1481.899862,0.533522756,0.948594992,1,0.853261901,-0.03143874,-0.376771444,0.705921072,0.364525455,-0.106795679
201,M15649,M,296.9,308,1641,33.3,67,0,No Failure,1973,2955.038946,-0.06334539,0.366584531,1,-0.77450135,-0.421663283,-0.588947432,0.888044833,-0.078013347,-0.157600877
202,L47970,L,296.8,307.9,1420,45.4,70,0,No Failure,4634,294.8894703,0.580643477,0.696607561,0,1.125136552,0.454919061,0.01086638,0.725297652,-0.333163461,-0.227804423
203,L47971,L,296.8,307.9,1611,35.4,72,0,No Failure,3903,1026.12418,0.887940306,-0.123732231,1,-0.785775779,0.217068693,0.26256147,0.506058159,-0.678605835,-0.228728154
204,L47972,L,296.8,307.8,1373,42.9,74,0,No Failure,2079,2850.425731,1.590844211,-0.065427576,0,0.854659655,0.496538588,0.362895862,0.210415062,-0.74887336,0.140302329
205,M15653,M,296.8,307.9,1683,31.8,76,0,No Failure,798,4132.957838,1.44414156,-1.264099018,0,-1.169899447,-0.103651522,0.11817053,0.02243567,-0.758918103,0.077950495
206,H30208,H,296.9,307.9,1547,32.6,79,0,No Failure,1412,3519.857137,-0.877081294,-0.909166042,0,2.09678381,-1.639804355,0.20996128,0.022886356,-0.361776213,0.169399851
207,L47975,L,296.9,307.8,1605,37,84,0,No Failure,3062,1870.404382,-0.515553989,-1.030604305,0,-0.105849505,0.255378891,-0.13025986,-0.139950635,-0.361108908,0.399408838
208,M15656,M,296.9,307.9,2010,18.9,86,0,No Failure,3038,1894.189864,-0.590275178,-0.475069858,0,-1.321003839,-0.052801441,-0.746862094,-0.125485522,-0.029041062,0.250226302
209,L47977,L,296.8,307.7,1565,40.1,89,0,No Failure,4887,47.0902553,0.650947252,-0.11565129,1,-0.365509444,0.876824559,-0.575602693,0.321677071,-0.142684677,-0.042596383
210,M15658,M,296.9,307.8,1828,24.6,91,0,No Failure,2400,2533.345559,1.446394991,0.72161043,1,0.020058399,0.561914606,-0.460841042,0.236290121,-0.207816807,0.51857012
211,M15659,M,297,307.8,1579,34.1,94,0,No Failure,3297,1635.993384,-1.691266251,-0.905829516,0,0.569142291,-2.216563376,-0.373101393,0.262177566,-0.622899566,0.45991321
212,M15660,M,297,307.9,1882,24.2,97,0,No Failure,226,4703.970075,-0.443228425,0.629734927,0,-1.083163422,0.88163918,-0.147914488,0.292699647,-0.240790351,0.018369854
213,L47981,L,296.9,307.8,1285,52.1,100,0,No Failure,1291,3636.853747,1.645537789,-1.043287934,0,1.464961477,1.475557458,0.31427216,0.075465468,-0.645951884,0.063632667
214,L47982,L,296.9,307.8,1571,35,102,0,No Failure,2739,2189.116233,0.224012502,-0.441311943,0,-0.565291698,-1.004228303,0.531623306,-0.266297695,-0.651574428,-0.061071001
215,H30217,H,296.9,307.8,1549,37.8,104,0,No Failure,4489,442.0962774,1.575832213,-1.353803362,0,-0.075494369,0.954954128,0.492684202,-0.076013634,-0.810744825,-0.594525578
216,M15664,M,296.9,307.8,1544,37.6,109,0,No Failure,4016,917.4293776,-1.538655843,1.004716558,0,1.055170891,-2.200193073,0.852003597,-0.342607692,-0.876402902,-0.525245763
217,M15665,M,297,307.9,1412,47.4,112,0,No Failure,1466,3471.098932,-1.529399322,-1.396072736,0,-0.245106287,0.006523184,0.824786901,-0.317799346,-0.808411994,-0.397309037
218,M15666,M,297,307.9,1422,53,115,0,No Failure,1119,3817.690271,-0.063278025,-1.071400657,0,0.599196239,1.035700541,0.581887859,0.191990976,-0.788689848,-0.745555575
219,L47987,L,297,307.7,1867,22.8,118,0,No Failure,4179,758.493351,1.175432806,-1.237163928,0,-1.471562182,0.875050282,0.352074586,0.185174422,-0.584989385,-0.564042459
220,L47988,L,296.9,307.7,1424,43.3,120,0,No Failure,4614,322.9033953,0.242861926,-1.682093747,1,1.332791444,-0.658814774,0.308300023,-0.299703521,-0.071353893,-0.247664636
221,L47989,L,296.9,307.6,1452,45.7,122,0,No Failure,4639,298.4525045,-1.414614118,1.344671101,1,-0.311663199,-1.170911704,0.29231253,-0.311758394,0.421427053,-0.201016228
222,L47990,L,296.9,307.7,1550,39.7,124,0,No Failure,784,4154.239203,1.019552288,-1.297462009,1,-1.007782766,1.719559552,-0.161927785,0.006822061,0.356204293,-0.184389072
223,L47991,L,296.8,307.6,1588,37.6,126,0,No Failure,3729,1210.167699,-0.097360792,-0.052898344,1,0.645468958,-0.789040187,-0.262089674,-0.396597078,0.315142163,-0.132660143
224,L47992,L,296.8,307.6,1338,44.4,128,0,No Failure,2987,1947.369649,-1.248956909,1.331013536,1,-0.813708861,-0.813541429,-0.565104613,-0.061104427,0.195711844,-0.236118001
225,L47993,L,296.8,307.6,1513,40,130,0,No Failure,1562,3371.597498,0.182587561,0.781810978,0,1.431049574,1.011274328,-0.486036328,0.256933316,-0.377280598,-0.23011375
226,M15674,M,296.8,307.5,1470,45.9,132,0,No Failure,4186,745.0016269,0.178288156,1.018557305,1,-1.861373334,-0.003053169,-0.575267175,0.186735636,-0.576177889,-0.24627904
227,M15675,M,296.8,307.5,1516,36.7,135,0,No Failure,2361,2571.564228,-0.997543407,-1.502772659,1,0.244277458,-0.830662148,-0.288936878,-0.019930849,-0.826435059,-0.291541853
228,L47996,L,296.8,307.6,1434,48.3,138,0,No Failure,4280,653.9669262,1.580102464,-0.65004994,0,-0.07184172,1.820918181,-0.098794802,0.117985376,-0.834426304,-0.107257544
229,L47997,L,296.8,307.6,1368,52,140,0,No Failure,2941,1992.427716,0.341231807,-1.533948674,0,0.537379406,-0.875195045,-0.224860315,-0.026586518,-0.850792974,0.017907989
230,L47998,L,296.8,307.6,1304,48.7,142,0,No Failure,1867,3066.162764,-0.168400839,-0.212675478,1,0.83592535,-0.360037247,-0.209402765,0.233046487,-0.520325292,-0.367287784
231,L47999,L,296.8,307.6,1398,46.7,144,0,No Failure,4280,655.0121362,-0.855044272,-0.232728545,0,-0.533347862,-0.485083509,-0.680318952,0.484601888,-0.381509358,-0.655953681
232,L48000,L,296.7,307.6,1516,37.4,146,0,No Failure,3660,1275.939565,-0.307962279,-1.542728885,0,-0.09585466,0.386460847,-0.900450977,0.816483565,-0.109731564,-0.543258515
233,L48001,L,296.7,307.6,1474,41.7,148,0,No Failure,2212,2721.608208,0.857242991,-0.731883289,1,-1.189986501,0.823123529,-0.593232086,0.920885386,-0.066262872,-0.587597597
234,M15682,M,296.7,307.6,1547,34.7,150,0,No Failure,4858,73.58306277,1.639396836,0.118389736,1,1.037820509,0.55252336,-0.444808312,0.807951764,-0.044668852,-0.552957689
235,M15683,M,296.6,307.5,1482,39.9,153,0,No Failure,726,4208.001094,1.089376163,0.481404194,1,-0.883945629,-0.388568683,-0.145728431,0.475581067,-0.029709202,-0.063380328
236,L48004,L,296.6,307.4,1436,42.8,156,0,No Failure,4259,675.3303461,0.804364111,1.126160423,0,0.353452492,-0.201357847,0.365020601,0.116335607,-0.176136824,-0.181617879
237,L48005,L,296.6,307.3,1474,40,158,0,No Failure,3514,1416.730915,0.214046831,-1.325385422,0,1.768916129,-0.417035535,0.331096596,-0.387867126,-0.213660187,-0.342808916
238,L48006,L,296.5,307.2,1481,38.2,160,0,No Failure,1475,3453.994851,0.292574877,-0.62391319,1,-1.751503486,0.055458876,0.105418833,-0.674254374,0.386784795,-0.392228518
239,L48007,L,296.5,307.3,1501,42.1,162,0,No Failure,1281,3647.168782,-0.022456648,0.193187983,0,1.570557058,-0.222564594,0.036519189,-0.724175842,0.514311972,-0.528016955
240,L48008,L,296.5,307.3,1566,37.2,164,0,No Failure,590,4337.736108,-0.706851134,-0.250733913,0,-0.135460253,-0.483494779,-0.053597648,-1.040382043,0.17570125,-0.693364781
241,L48009,L,296.5,307.3,1579,34.5,166,0,No Failure,3829,1099.36555,-1.716649557,0.93854361,0,-1.572571219,-0.713370858,-0.16788041,-1.208151353,0.052778187,-0.489682124
242,L48010,L,296.6,307.4,1631,35,168,0,No Failure,3634,1296.705658,-1.217889407,1.676839487,0,1.090853773,0.352324702,0.283080217,-0.553107925,0.09015712,-0.087859196
243,M15691,M,296.6,307.4,1544,42.3,170,0,No Failure,3396,1536.315559,0.042967538,0.013722695,1,-1.197118833,0.890695028,0.195810981,-0.564243418,-0.031479968,-0.019503112
244,L48012,L,296.6,307.4,1521,38.6,173,0,No Failure,2040,2890.803675,-1.603487654,-1.499865631,0,1.495530734,-1.163126211,0.747913492,-0.881483376,-0.089673261,0.066865725
245,L48013,L,296.6,307.4,1616,28,175,0,No Failure,4508,423.5583413,-1.545697687,-0.865349226,1,-0.22091362,0.040808812,0.279166455,-0.370675564,0.514141743,0.18972193
246,H30248,H,296.6,307.4,1333,50.2,177,0,No Failure,1982,2950.448848,1.558567585,1.125438277,1,0.426191516,2.192939506,0.041128764,-0.088233442,1.022123379,-0.061532866
247,M15695,M,296.7,307.4,1533,32.5,182,0,No Failure,3087,1845.152967,-1.273566871,1.068654044,0,-0.812386162,-2.000729172,-0.025801795,-0.09213602,0.599498101,-0.05506675
248,L48016,L,296.6,307.4,1368,45.1,185,0,No Failure,3259,1670.842057,-1.543232253,-0.277243767,1,1.063769917,-0.190516453,-0.068131895,-0.087818623,0.225861898,0.329667157
249,L48017,L,296.6,307.4,1465,47.8,187,0,No Failure,4875,54.10589202,0.950551406,1.51920939,0,-2.114305442,1.761675148,-0.580657805,0.524974423,0.406841963,0.599858437
250,H30252,H,296.6,307.4,1406,41.5,189,0,No Failure,4630,295.9360194,-0.133487076,1.674558953,1,0.594899982,-0.765816486,-0.540685838,0.115786641,0.247621851,0.206349086
251,M15699,M,296.5,307.4,1565,43.5,194,0,No Failure,781,4145.51717,1.539054691,-0.987688114,1,1.031245134,1.181522773,-0.17838601,0.409482106,-0.367005572,0.610019476
252,L48020,L,296.6,307.5,1582,37.9,197,0,No Failure,1173,3753.399547,-1.251979883,-0.799526971,1,-0.725396238,-1.971694859,-0.345501507,-0.049538332,-0.206466144,0.465917461
253,L48021,L,296.6,307.5,1439,45.5,199,0,No Failure,2487,2442.123219,1.520732976,0.627656556,1,-0.598894134,1.95871994,-0.024841478,0.059384637,0.296344532,0.310730674
254,M15702,M,296.6,307.5,1566,35,201,0,No Failure,2494,2435.317732,-1.095387504,0.723108833,1,-0.160612239,-1.84812977,0.362249893,-0.049155564,0.400489695,0.170323582
255,L48023,L,296.6,307.5,1485,42.7,204,0,No Failure,2793,2137.010257,1.334990249,-1.398578165,0,1.734686719,1.716883123,0.57123299,0.186767939,0.21225113,0.586002474
256,L48024,L,296.5,307.5,1566,35.1,206,0,No Failure,1470,3459.467172,-0.7560475,-0.184990972,0,-0.840825628,-1.477194001,0.264628593,0.117736651,0.823195634,0.032225817
257,L48025,L,296.3,307.3,1439,41.5,208,0,No Failure,4844,87.09969877,-0.707365039,1.714526409,0,0.999431617,0.034374969,0.293985155,0.323943633,0.99800548,-0.345118243
258,M15706,M,296.4,307.4,1416,50,210,0,No Failure,4440,490.1336891,0.978031972,1.148382368,0,-0.363985604,1.190604141,0.298666331,0.400257799,0.753096604,-0.172842436
259,L48027,L,296.4,307.4,2833,5.6,213,1,Power Failure,2256,2673.381826,0.08423001,-0.218083989,1,-0.790422671,-0.63142713,0.301422311,-0.073985417,0.314798856,-0.403775153
260,L48028,L,296.3,307.4,1465,47.1,215,0,No Failure,2680,2249.657984,0.989833811,1.656144351,1,-0.088487312,0.639732483,0.021935872,0.230901368,0.601481455,-0.884577071
261,H30263,H,296.4,307.4,1586,35.5,0,0,No Failure,4491,439.3009096,0.274987411,0.689058259,1,0.347169236,-0.505007016,0.243444449,-0.165316081,0.524261199,-0.491991452
262,L48030,L,296.3,307.3,1567,31.4,5,0,No Failure,2259,2673.118546,-0.325794211,0.48998203,1,0.912176745,-0.424427892,0.522444427,0.054345145,0.678776,0.095039516
263,M15711,M,296.2,307.2,1389,48.6,7,0,No Failure,3348,1582.065379,-1.393184107,-1.043106373,1,-0.370793309,-0.754055375,0.399061452,-0.123727085,0.818729247,0.169399851
264,M15712,M,296.3,307.3,1368,49.5,10,0,No Failure,3831,1102.001265,1.608663935,1.215329005,0,-1.788462881,2.120588595,0.012014971,-0.032538807,1.000630565,0.421578379
265,L48033,L,296.3,307.3,1444,49,13,0,No Failure,3929,1001.672553,-0.991253431,1.270043072,1,1.683086116,-1.836683356,0.342478191,-0.630038101,0.966628923,0.422040244
266,M15714,M,296.3,307.3,1498,41.6,15,0,No Failure,1727,3200.033507,1.373293537,1.461632266,1,0.550465151,1.670378084,-0.040125664,-0.770191009,0.530203278,0.212353337
